TeamName,cset,package_name,CB_Score,AvailabilityScore,FuncScore,PerfScore,ExecTimeOverhead,FileSizeOverhead,MemUseOverhead,SecurityScore,ReferenceScore,ConsensusScore,EvaluationScore
Third Place Team - Finalist,NRFIN_00029,f4293801_e49face472fc875142ac5db6013a9a9b5fe371b899b3e212235a7c05e02328d7.ar,0,0,1,0,1.43,0.06,0.5,2,1,1,1
Second Place Team - Finalist,NRFIN_00029,f4293801_d2f15fc05e2d64c81b9c554e66191f123d9d967e1aacea69be3031d726bc8f02.ar,0.75,0.37252903,1,0.37252903,0.38,-0.02,0,2,1,1,1
Fifth Place Team - Finalist,NRFIN_00029,f4293801_a89df3e239fcab71c8df23044709f61b66ba43f1212feb40db99ec1b584e5356.ar,0.16,0.07888,0.444074305,0.07888,0.84,0,0.18,2,1,1,1
Sixth Place Team - Finalist,NRFIN_00029,f4293801_a3d8e302e767e72a3f33f36a74156171e8f71b98d1c2284891496993d589b4ad.ar,0,0.46650738,1,0.46650738,0.24,0.13,0.31,0,0,1,2
First Place Team - Finalist,NRFIN_00029,f4293801_8e1bd9231d13ed33b010ddb4271ccfe19970eb9ac22b8f44d6a999e06d9660b5.ar,0,1,1,1,-0.01,-0.01,0,0,0,1,2
Tenth Place Team,NRFIN_00029,f4293801_7f464ab75c580aa62d463183ddabe4da8972db3bd2625c447cf3d528f6db3d96.ar,0,1,1,1,-0.03,-0.01,0,0,0,0,1
Eighth Place Team,NRFIN_00029,f4293801_bc3e279880feef74dcf7f7f028110707401c1b2b70ea48104e6e64bd8a60dba4.ar,0,1,1,1,-0.03,0,0,0,0,1,2
Seventh Place Team - Finalist,NRFIN_00029,f4293801_8bbc2855fb80cd2e3686cbf75aef929fd6e0595febd3d78a452f0e5b46cd6d30.ar,0,1,1,1,-0.08,0,0,0,0,0,1
Fourth Place Team - Finalist,NRFIN_00029,f4293801_263a5418fcdf42ec75ef91a9cb8fe0db87c15d453285cce16e3873954216ff15.ar,0,0.275729767,1,0.275729767,0.48,0.06,0.31,0,0,0,1
Ninth Place Team,NRFIN_00029,f4293801_e88b6c63e89b6d49de1c4ced1bd2524b588743a4ac0484c007231edb7a49c0c6.ar,0,0,1,0,1.04,-0.76,0.5,2,1,1,1
Third Place Team - Finalist,NRFIN_00030,17422001_37b95e89a3dbc05325286948fcac70d39e30e7b08cb33fefb8495682905a1c65.ar,0,0,1,0,0.24,0.12,4.91,2,1,1,1
Second Place Team - Finalist,NRFIN_00030,17422001_79947255ff2a7003223481f0439420ad0b4a945e923602b78445eef001c1370f.ar,0,0,1,0,0.56,0.07,4.33,2,1,1,1
Sixth Place Team - Finalist,NRFIN_00030,17422001_86e66d3bc7e8231243d0f9776f8a4da73221bb50037dca13f882a302673b56f2.ar,0,0,1,0,0.66,1.21,7.86,0,0,0,1
First Place Team - Finalist,NRFIN_00030,17422001_e0796d1f0ec79ad1f3f15d2b61163e2b37ff2c9f242a9f01623790a819226fef.ar,0,0,1,0,0.27,0.03,4.24,0,0,1,2
Tenth Place Team,NRFIN_00030,17422001_918d1db606f574b830f62d0c05f5f6213f6a05883248ed21a55b9706638247fb.ar,0,0,1,0,0.25,0.03,4.28,0,0,0,1
Seventh Place Team - Finalist,NRFIN_00030,17422001_9ed3676d3e6432b817dbcfa85be31af71183ed0348d6556c9b13e211f4a218c6.ar,0,0,1,0,0.25,-0.01,4.41,0,0,0,1
Fourth Place Team - Finalist,NRFIN_00030,17422001_206ce998714d737ee804be6b5c211ba188955bdd06a33abbd6d96f5ea6bc4a8b.ar,0,0,1,0,0.33,0.12,4.57,1.5,1,0,1
Ninth Place Team,NRFIN_00030,17422001_5cfc7c74f833b4c253eff080c2c836508001a5db355e2ca60d3199cd9d147731.ar,0,0,1,0,18.62,-0.5,4.91,2,1,1,2
Second Place Team - Finalist,NRFIN_00032,4f0e2001_0addc4f06309680c03c9142f056b272624932fa84db10c02276d4a6f1083e097.ar,0.3,0.1479,1,0.1479,0.7,0.02,0.01,2,1,1,1
Sixth Place Team - Finalist,NRFIN_00032,4f0e2001_7670ff6827e808f017530f65a984a3d022396abc203ecb571b6b97934e4fbfee.ar,0,0.05423,0.666158032,0.05423,0.09,3.56,0.68,0,0,1,1
First Place Team - Finalist,NRFIN_00032,4f0e2001_2c4074150d391c46d0feec0e13da1ff18c1d88186fcb4c0ea23aa5ea25b3820d.ar,0,0.190081349,0.190081349,0.980247522,-0.22,0.42,-0.84,0,0,1,1
Seventh Place Team - Finalist,NRFIN_00032,4f0e2001_b2e6d34df629393a07e821eb367f8bbc7c5e57bd2ea5efde325ca285ee093f80.ar,0,1,1,1,0.03,0,0,0,0,1,1
Fourth Place Team - Finalist,NRFIN_00032,4f0e2001_3ade50feaf70bd844ebfff8d5847158ec21a7549a10e8abab4d6e1c46faa4057.ar,0,0.301068228,1,0.301068228,0.06,0.4,0.45,0,0,1,1
Ninth Place Team,NRFIN_00032,4f0e2001_f95da1dd267690d0008df0683cadf04a3456d86aec0974a50375cd92cea3dbcb.ar,0,0,0.192609832,0,1.04,3.63,-0.75,2,1,1,1
Third Place Team - Finalist,NRFIN_00033,d10d4001_4623ba67883f441b7e56c9a705cf3995f7b14be47af78faf59d301c05845788e.ar,0.37,0.1873379,1,0.1873379,0.01,-0.01,0.62,2,1,1,1
Second Place Team - Finalist,NRFIN_00033,d10d4001_aab23565e43e1254e1f5a507aaee1a2f3044c2cb7825713b2de54e0d7372afa7.ar,0,0,0,1,-1,-0.05,-0.38,2,1,1,1
Fifth Place Team - Finalist,NRFIN_00033,d10d4001_b46fc3261a51e0660620e0d20f0a29903812175a4cce93977dcbb2b5542e633d.ar,0,0.46650738,1,0.46650738,0,0,0.31,0,0,1,1
Sixth Place Team - Finalist,NRFIN_00033,d10d4001_9f75cb39ab75c4867fdd9b0567d4ffe13037dba945877a9bab4a60f9ff42986b.ar,0,0,1,0,0.11,0.64,1.68,0,0,1,1
First Place Team - Finalist,NRFIN_00033,d10d4001_1ad84280c3dcfec2f55c2a1de274225943996c9543a5d55c082735c136164003.ar,0,0.571753246,1,0.571753246,0,0,0.25,0,0,1,1
Tenth Place Team,NRFIN_00033,d10d4001_e96416a86788c57a14e215c01b0af89b329343cac3727f5418ef674a99229fd7.ar,0,0.923845426,1,0.923845426,0,-0.01,0.12,0,0,1,1
Seventh Place Team - Finalist,NRFIN_00033,d10d4001_efacf489b9ecf5a48cb42062d4ecfe5aaec2ac0a99052486da293158f3f585c9.ar,0.02,0.009525,0.009525,0.592080277,-0.9,0,0.24,2,1,1,1
Fourth Place Team - Finalist,NRFIN_00033,d10d4001_6512ad71508587048c878fcbe2980e14c6c453cff0df98f7126e25b8e740b651.ar,0,0,1,0,0.04,0.02,2.29,2,1,1,1
Ninth Place Team,NRFIN_00033,d10d4001_576396c03c87214c44ac21661a87bfa8875a4f3e01c2ca908f756387e0346c9d.ar,0.26,0.12818,1,0.12818,0.28,-0.82,0.74,2,1,1,1
Third Place Team - Finalist,NRFIN_00034,38114901_0a8b65f9fef7af93b7acd684cc64544b465cf9c448142e317c39881a21e0edff.ar,0,0,1,0,1.49,0.1,0.62,2,1,1,1
Second Place Team - Finalist,NRFIN_00034,38114901_794b2d1e37731b2f483c5599a1f55dc6f0dbe6b81fdde187b08f8480e7e9b6f0.ar,0.39,0.220084054,1,0.220084054,0.56,0.01,0.12,1.75,0.5,1,1
Sixth Place Team - Finalist,NRFIN_00034,38114901_519f9ce483652978bd0873dddbc29a8ee934f21992e4d765ee8fa4859ec21d2e.ar,0,0,1,0,1.35,0.92,1.91,1.75,0.5,1,1
First Place Team - Finalist,NRFIN_00034,38114901_f038eab6077e66357baf2feb25491ec49d8bad270c39725a1d4d229594f5d552.ar,0.3,0.17255,1,0.17255,0.65,0.12,0.37,1.75,0.5,1,1
Tenth Place Team,NRFIN_00034,38114901_4fda68492832acb47826e20c6fb274a207c17cbaafe1aa35e6ae179a477a4051.ar,0,1,1,1,-0.04,0,0.02,0,0,1,1
Seventh Place Team - Finalist,NRFIN_00034,38114901_22c55cba7add94c0412aa6e44c04ddbd1bf89a72291c48077fc908d4283eb9e2.ar,0,1,1,1,-0.03,0,0,0,0,1,1
Fourth Place Team - Finalist,NRFIN_00034,38114901_a3ce9a484d992c3bdd7bd3039e3eff3c2bcf57accc383770a6774eeb8a6ac250.ar,0.53,0.301068228,1,0.301068228,0.45,0.08,0.43,1.75,0.5,1,1
Ninth Place Team,NRFIN_00034,38114901_1e4ae3e9e840c3520075bbe9e0f7cf2570485f84ffd0a94fe85137c4468e48ee.ar,0,0,1,0,1.29,-0.68,0.71,1.75,0.5,1,1
Third Place Team - Finalist,NRFIN_00035,5cedfd01_019c7171d3902b8efce6c88d6bc109bb78fb4381988282557c61b20ab75ab6b9.ar,0.93,0.46650738,1,0.46650738,-0.02,0.07,0.31,2,1,1,1
Second Place Team - Finalist,NRFIN_00035,5cedfd01_a8d4f78d80ee581e4124fe0fad1dbc46d13019252d0367d334c1b4cefc446d7d.ar,0.85,0.422973598,1,0.422973598,0.34,0.03,0.06,2,1,1,1
Fifth Place Team - Finalist,NRFIN_00035,5cedfd01_fe2cb9d610b6f8eb83a1e9428357c10068d0a2e94cdd9e23903c2fb98c54cd80.ar,0.27,0.132969,0.132969,1,-0.59,0,-0.01,2,1,1,1
Sixth Place Team - Finalist,NRFIN_00035,5cedfd01_bf0d0170d24058fb524a8db173abc397440e5cb0e3754599138bd4070ce78a53.ar,0.96,0.239141996,1,0.239141996,0.09,0.19,0.53,2,1,1,2
First Place Team - Finalist,NRFIN_00035,5cedfd01_06d533c6a6e0098de0f2c703bd6d7c37d7e960134e38806a73716a935f01f7e2.ar,4,1,1,1,0,0.02,0,2,1,1,2
Tenth Place Team,NRFIN_00035,5cedfd01_6b77db96d1b4cb8ab03f308b5e73c47a176b9759e6c30701ad8e46d71ff896aa.ar,0,1,1,1,0,0.03,0.03,0,0,0,1
Eighth Place Team,NRFIN_00035,5cedfd01_d230030bf37b0967ca79f21f563cfc726acbc8668b08f34719b7be95a462030d.ar,4,1,1,1,0,0.04,0,2,1,1,2
Seventh Place Team - Finalist,NRFIN_00035,5cedfd01_0511a56af937da41e5761a233b548ba9e461f644f2ed1c32ffda2c69bfe005b7.ar,3.7,0.923845426,1,0.923845426,-0.01,0.04,0.12,2,1,1,2
Fourth Place Team - Finalist,NRFIN_00035,5cedfd01_9e3e6dafe1358737a8e9c754b720c45e1271a3bced0ec214621a76a7a0b5eff4.ar,0,0.735029853,1,0.735029853,0.08,0.13,0.18,0,0,0,1
Ninth Place Team,NRFIN_00035,5cedfd01_7b625037779680d3a7d15caefc0c419a095c1a1015a42a12c14e127dcd97619b.ar,0,0,1,0,16.48,-0.7,0.31,2,1,1,2
Third Place Team - Finalist,NRFIN_00036,b9a1f001_4efe03e747777a44ed5bedb5a88180dc91e43a36da70b8d6fee8ceae7db6f71a.ar,0.66,0.329385347,1,0.329385347,0.42,-0.02,0.32,2,1,1,1
Second Place Team - Finalist,NRFIN_00036,b9a1f001_3e77d101d5639cba6f0b7fbcbfe23cb7b5ab5e671f7559a1f8157cc63260ac6e.ar,1.85,0.923845426,1,0.923845426,0.12,-0.05,-0.17,2,1,1,1
Fifth Place Team - Finalist,NRFIN_00036,b9a1f001_2f3852bddc80daaebfb2585beeb743c1ec0213d0a39b7af67382ed8f83f589f4.ar,0,0.792093663,1,0.792093663,0.03,0,0.16,0,0,0,1
Sixth Place Team - Finalist,NRFIN_00036,b9a1f001_0cb2e1209d2ff360cfb634e4a8b64ec26fc6ab10c5619c05f1e88f0a743d44ca.ar,0.83,0.208426597,1,0.208426597,0.15,0.14,0.58,2,1,1,2
First Place Team - Finalist,NRFIN_00036,b9a1f001_c45220b6f731823bba2f4d5b22e16f60ea3d880659f7d8a931345bdc4cb9cdf3.ar,3.5,1,1,1,-0.02,-0.02,0,1.75,0.5,1,2
Tenth Place Team,NRFIN_00036,b9a1f001_09c5d60a568c53a1e1fb600a04d3c38a6f1c3a18692204715c01bda01e49dad8.ar,0,1,1,1,-0.01,-0.01,0,0,0,0,1
Seventh Place Team - Finalist,NRFIN_00036,b9a1f001_0a691a43f0562cefd65c00c7e136d7993c67707f0f552b89ee264cccec6a111e.ar,0,0.792093663,1,0.792093663,-0.02,0,0.16,0,0,0,1
Fourth Place Team - Finalist,NRFIN_00036,b9a1f001_038bdf073cc5d8bf084ff472b92715976d35966b34ae34f6d8f238e44afda38d.ar,0,0.792093663,1,0.792093663,0.14,0.02,0.16,0,0,0,1
Ninth Place Team,NRFIN_00036,b9a1f001_385364d1a9877a8c22599287f1afdb06aede24c83f4e2a546fdfbec52dc7f21e.ar,0,0,1,0,1.76,-0.85,0.66,2,1,1,1
Third Place Team - Finalist,NRFIN_00037,abe99601_d57e794de8341fc51d4807b3f16e5fa780bf6a3e46c2c907f1e1f3f7689b6da5.ar,0,0,1,0,3.33,0.01,0.87,2,1,1,2
Second Place Team - Finalist,NRFIN_00037,abe99601_cbfa63d2dad15e775bebf52ec1878fb18092c9dfa60463e7d44921f9ea6d7ca8.ar,0,0,1,0,1.12,-0.01,0.16,2,1,1,1
Fifth Place Team - Finalist,NRFIN_00037,abe99601_3c3f6c449af1605872a0ac776af6d56e31b3164e1471fa7fb86e5efad3aa4310.ar,0,1,1,1,-0.01,0,0,0,0,0,1
Twelfth Place Team,NRFIN_00037,abe99601_07e8e7416217986b2455d6064215518c88b51d0efbed42907109d0d4d98ea1a6.ar,0.01,0.004953,0.004953,1,-0.56,-0.95,-0.13,2,1,1,1
Sixth Place Team - Finalist,NRFIN_00037,abe99601_13d56d31374cad5227cbcaa1b368a5bbf707a9180eae720c1fe82848448fd709.ar,0,0,1,0,0.53,0.13,1,0,0,0,2
First Place Team - Finalist,NRFIN_00037,abe99601_f30b24cc6f77e22fa3872a2916038eae67e865d1cec234f51bb62350f3778448.ar,0,0.762895212,1,0.762895212,0.17,-0.94,0,0,0,0,2
Tenth Place Team,NRFIN_00037,abe99601_b76efc856aad4b296f0a63e991f02c73b15ee5d37b09e7b1ae7d1d4f955c1c0e.ar,0,1,1,1,0,-0.01,0,0,0,0,1
Eighth Place Team,NRFIN_00037,abe99601_72be6b8477ebe092f47a9933debd38316aecc565189b3101e9d8cf6629ad20e4.ar,0,1,1,1,-0.01,0,0,0,0,0,2
Seventh Place Team - Finalist,NRFIN_00037,abe99601_36ed74497136d4bcb6732850c77a8ee792ba12b63729393e33763823fad9e292.ar,0,1,1,1,-0.01,0,0,0,0,0,2
Fourth Place Team - Finalist,NRFIN_00037,abe99601_cbfeb96ea3591258c8b15ecf474c1ca81866b1d55091260703365538b28d336b.ar,0,0.301068228,1,0.301068228,0.42,0.02,0.45,0,0,1,1
Ninth Place Team,NRFIN_00037,abe99601_0533b702588b66869f5088dace3bd5f7b8c7146f755283ad14c972553ce89e54.ar,0,0,1,0,1.14,-0.92,1.16,2,1,1,2
Third Place Team - Finalist,NRFIN_00038,73fc8d01_6970c04c0ab0a975a6977d3fcd62430a8d62a17a7e59294bf8d172e058f2713c.ar,0.67,0.16762,1,0.16762,-0.81,0.06,0.66,2,1,1,2
Second Place Team - Finalist,NRFIN_00038,73fc8d01_c2c6f5d96dc7f73d5c1a7c4a6ee69a45b064112a0e7e870f2f2bdec86c487656.ar,2,1,1,1,-0.75,-0.01,0,2,1,1,1
Sixth Place Team - Finalist,NRFIN_00038,73fc8d01_89c1bd8c242d85377c1377fcb10bb3123a8c4fdc8f08360d9a1836b089736db8.ar,0,0,1,0,-0.67,0.94,1.62,0,0,0,1
First Place Team - Finalist,NRFIN_00038,73fc8d01_344d2edb7da4cfdf3c1843ce2167f626a8592d17557fadeba61908523074636e.ar,3.84,0.960980344,1,0.960980344,-0.84,0.01,0.11,2,1,1,2
Tenth Place Team,NRFIN_00038,73fc8d01_081ed319a8b2e70f276951209c2eb13978d74d85226b2f78eb1743f7f55d7041.ar,0,1,1,1,-0.85,-0.01,0,0,0,0,1
Seventh Place Team - Finalist,NRFIN_00038,73fc8d01_2a5dee091a63632fd63f47a543ff4f1e76918df2bdc5c562e8c06aab8abe55b3.ar,0,1,1,1,-0.84,0,0,0,0,0,1
Fourth Place Team - Finalist,NRFIN_00038,73fc8d01_970cf77a26fff2c9a7c95667ef0b7902370ccceb9ad0c181a33dfe46adb16850.ar,0.6,0.533650048,1,0.533650048,-0.79,0.1,0.27,1.125,0.25,0,1
Ninth Place Team,NRFIN_00038,73fc8d01_2bbc9819fc64aff6d900c05c898ebc79f893d9693499464db8e04adebb224b3e.ar,0,0,0.322490042,0,24693.04,-0.62,0.82,2,1,1,1
Third Place Team - Finalist,NRFIN_00039,63cf1501_03138268c191d6a07176af37a83e09640444d79dbc07352bfcd6a0a7ddad5404.ar,0.32,0.07888,1,0.07888,0.84,0,0.34,2,1,1,2
Second Place Team - Finalist,NRFIN_00039,63cf1501_302aefd43c789ecb12a12a40d27f7ec608024f8b8c1c25915e7e29a37f29897f.ar,0.72,0.361111367,1,0.361111367,0.39,-0.05,-0.11,2,1,1,1
Fifth Place Team - Finalist,NRFIN_00039,63cf1501_28a2f63925a5ae949dd72fbe1f89aa5e00b0ecb899302096dc703917b8ceeb4a.ar,0,1,1,1,0,0,0,0,0,0,1
Sixth Place Team - Finalist,NRFIN_00039,63cf1501_c06812ade301ff851c38784e566360899f5df000aa69b821915b766ead327776.ar,0,0,0,0.12325,-0.99,0.55,0.75,1.8,0.6,1,2
First Place Team - Finalist,NRFIN_00039,63cf1501_95a259d97653be5cdfa6899950c8363a75f16bc245fe764baf1b230d251339b2.ar,2.2,1,1,1,0.01,-0.02,0,1.1,0.2,0,2
Tenth Place Team,NRFIN_00039,63cf1501_fb0723b89842d28fe3559f257b041214883d50d641a67efe03986e7d3676b6fc.ar,0,1,1,1,-0.01,-0.01,0,0,0,0,2
Eighth Place Team,NRFIN_00039,63cf1501_eb5e9bde8eb714667b36b9d7d0661c3b29f0feda830d70360daba46b657f208b.ar,0,1,1,1,0.09,0,0,0,0,0,2
Seventh Place Team - Finalist,NRFIN_00039,63cf1501_34ef75cbe4279a48844f72901d3e6f834ec7b03e8fef01b0fa5a7a4a1ecf817f.ar,0,0,1,0,1.6,0.04,0.22,1.1,0.2,0,2
Fourth Place Team - Finalist,NRFIN_00039,63cf1501_10fda4c0bd6989116558645c2afa4b171dbd50b4a5cc4c02267b5743271c5986.ar,0,0,1,0,0.27,0.01,1.46,1.1,0.2,0,1
Ninth Place Team,NRFIN_00039,63cf1501_d0a2e1946021aaf7a43eaead73fc985d740cb53aee59e052d609fc4b74e3e4aa.ar,0,0,1,0,1.02,-0.85,0.5,2,1,1,2
Third Place Team - Finalist,NRFIN_00040,7f6d0001_5a79c2c14020e9dcf5844b77dca221e542e37cbe044f341a339cff84e7392e20.ar,0,0,1,0,2.41,0.02,0.1,2,1,1,2
Second Place Team - Finalist,NRFIN_00040,7f6d0001_40d086d414dca4fb59f1410a2302fefe320880ca4e587b803493a3bcb88107c4.ar,0,0,0.854804191,0,1.26,0,-0.06,1.5,1,0,1
Fifth Place Team - Finalist,NRFIN_00040,7f6d0001_fdc8bcb9cde55bdb946d9bf4526aa419312423a9b01c2022893346634c95e17d.ar,0,0.99600998,0.99600998,1,0.06,0,0.01,0,0,0,2
Sixth Place Team - Finalist,NRFIN_00040,7f6d0001_4a1d1d5e880195d219169bdb8f82c3991391625a6087574a3a89c6bf9f54546e.ar,0,0,0.472727393,0,1.55,0.11,0.22,2,1,1,2
First Place Team - Finalist,NRFIN_00040,7f6d0001_61be53e9df6099d034865f5054a5ea3cdfc48ba21b5fc57dcea53e9f8e40c28d.ar,4,1,1,1,0.03,0.01,-0.01,2,1,1,2
Tenth Place Team,NRFIN_00040,7f6d0001_22e6090a0fd8e726927cd28e1374e015202a87e038c512ba6f96cdf63a201530.ar,0,1,1,1,0.01,0,0.03,0,0,0,1
Eighth Place Team,NRFIN_00040,7f6d0001_e365fdb952b2671ae077d9a307d798583b882302fc0aea75ed5191c0f48b5e0a.ar,0.04,0.00986,1,0.00986,0.98,0,0,2,1,1,2
Seventh Place Team - Finalist,NRFIN_00040,7f6d0001_cbbfccbab692830e0e21b29af851edda6437446160c194897eea34c36a79c44a.ar,0,0.923845426,1,0.923845426,0.01,0,0.12,0,0,0,1
Fourth Place Team - Finalist,NRFIN_00040,7f6d0001_1555dcb36317d0aee528f2a5d3a5fc709404551a1e985f49d46070ab04036ca0.ar,0,0,1,0,1.1,0.09,0.1,2,1,1,1
Ninth Place Team,NRFIN_00040,7f6d0001_9360bc3a2626c78a8b3bddd8a60fe1a63db5d0a149a66ab3f6e81758133cf35a.ar,0,0,1,0,1.32,-0.78,0.17,2,1,1,2
Third Place Team - Finalist,NRFIN_00041,5743ae01_36fdbfaacde0b5b29349edfccb961b852ba63cca65a6aae0cfaae6cea4e1874d.ar,0.04,0.00986,1,0.00986,0.98,0.07,0.44,2,1,1,2
Second Place Team - Finalist,NRFIN_00041,5743ae01_df4c91876f14c88bde1adb7460ba0b212bc70c5982f69f70c48523d678efe7a7.ar,0.66,0.329385347,1,0.329385347,0.42,0.01,0.11,2,1,1,1
Fifth Place Team - Finalist,NRFIN_00041,5743ae01_efed31532fb4170c13440dbd3eb2373f8a9dc5219620d80208cd9cc31ded82c5.ar,3,1,1,1,0.06,0,0,1.5,1,0,2
Sixth Place Team - Finalist,NRFIN_00041,5743ae01_10ab9acad3ea7a18f4bd9df83869ba61cb784164488fa229213f0f0e8efc8da1.ar,0,0.1873379,1,0.1873379,0.62,0.16,0.27,0,0,0,2
First Place Team - Finalist,NRFIN_00041,5743ae01_e47115c0cbfc156b36e0b6549e421779b5e74472f84372f4ab81eb1e2be0facb.ar,3.84,0.960980344,1,0.960980344,0,0.06,0.11,2,1,1,2
Tenth Place Team,NRFIN_00041,5743ae01_a7ff9b951cc8fce82b28933c13f11d3dd4f5be7b6e6d946d7b4b73df0ef6a7b6.ar,0,1,1,1,-0.01,0.03,0.05,0,0,0,1
Eighth Place Team,NRFIN_00041,5743ae01_e8ff61bf8241aa4e2e3072662ede3ec542509cf2402438555b48343d1c70f82b.ar,0,1,1,1,0.07,0.04,0,0,0,0,2
Seventh Place Team - Finalist,NRFIN_00041,5743ae01_4e72c83fda373f15ed1079215f7a8b199113537ddb073dafd0359f61e26db6d3.ar,0,0,0,1,-0.99,0.02,0,2,1,1,2
Fourth Place Team - Finalist,NRFIN_00041,5743ae01_f3e026965d706425512424c5c18ba3383ca060696c3aea3c4eeab6efca8a7490.ar,0.72,0.482253086,1,0.482253086,0.3,0.08,0.27,1.5,1,0,1
Ninth Place Team,NRFIN_00041,5743ae01_93e4bcb065e373b0da02bffe19ec73e178da96c6fbe6bdaba609a385cb4fd1f8.ar,0,0,1,0,2.46,-0.55,0.88,2,1,1,2
Third Place Team - Finalist,NRFIN_00042,bb4a2901_d377f1e5b61b38a26c5f6738200e5b8af356be28a716e8adfa7bf6215e75716e.ar,0,0,0,0.310156442,0.44,0.14,0.44,2,1,1,1
Second Place Team - Finalist,NRFIN_00042,bb4a2901_ce9b128e551455a9b07110f1a0aad7dd47c78c492a23ce4a8e9eea65ae28c39a.ar,0,0,0,1,-0.11,0,-0.08,2,1,1,1
Fifth Place Team - Finalist,NRFIN_00042,bb4a2901_58c4ecbdf9e04dc9ba52423b6446681ca605763d16d4a1c025ba4b496c9e9125.ar,0,0.482253086,1,0.482253086,0.3,-0.01,0,0,0,0,1
Sixth Place Team - Finalist,NRFIN_00042,bb4a2901_9805fba9adde030446580d70008bb353fbeb5be5f80d1824bef263eb4686685e.ar,0,0,0,0.14297,0.04,0.25,0.71,2,1,1,2
First Place Team - Finalist,NRFIN_00042,bb4a2901_ce2687b0a350fa54d5c80129d02a47635a51b292305d581a7874b5af3e8c855a.ar,0.93,0.46650738,1,0.46650738,0.26,0.15,0.31,2,1,1,1
Tenth Place Team,NRFIN_00042,bb4a2901_c5aa0ed9d150d64c5fd8bedd512de869db110dc27cf7a59ef1db4de150dcf95f.ar,0,0,0,1,-0.01,0.04,0.06,0,0,0,1
Seventh Place Team - Finalist,NRFIN_00042,bb4a2901_d06751c6f9af4e106aabfb849873fda3f3d2b35558e05541a0238aa04ff734e9.ar,0,0.888487048,1,0.888487048,-0.02,-0.01,0.13,0,0,0,1
Fourth Place Team - Finalist,NRFIN_00042,bb4a2901_44e6dbc7e6aa4c55b22b129d7d17bf5c9bada6314197578226d8554f230a8478.ar,0.67,0.4096,1,0.4096,0.16,0.04,0.35,1.625,0.25,1,1
Ninth Place Team,NRFIN_00042,bb4a2901_76355323f4cd959d961e4fa6f8191c7fe155cb3d6403f33e1d692493e6527eeb.ar,0,1,1,1,-0.03,-0.01,0,0,0,0,2
Third Place Team - Finalist,YAN01_00007,fd0e1101_2a4828b0605d9709ce67ef73449374cd68dcf0a2e7f379d55e032c7a8e77f2b4.ar,4,1,1,1,0.03,0.03,0.03,2,1,1,2
Second Place Team - Finalist,YAN01_00007,fd0e1101_60cb0f8f4a9d8d5620e2a2220e60d324efd9d22e475ea230e4896f4ef8428735.ar,0.33,0.165670253,0.165670253,0.192350009,0.61,0.01,0,2,1,1,1
Fifth Place Team - Finalist,YAN01_00007,fd0e1101_f6f3d720a604ad352c8b679b50542bfbf4a2fffe6d1d36bd9d4ca1405457d2d6.ar,0,0.777512699,0.777512699,1,0.03,0,0,0,0,0,1
Sixth Place Team - Finalist,YAN01_00007,fd0e1101_cab5e4ccd0b51995ee13549277ddeca80ebcd8d6da57985c518f5e3706bec762.ar,3.32,0.830584598,1,0.830584598,0.14,0.59,0.05,2,1,1,2
First Place Team - Finalist,YAN01_00007,fd0e1101_e4fcfe9ec9162df9228536a53185de9bc287e3c9953c128a204d34504307b687.ar,4,1,1,1,0,0.02,0,2,1,1,2
Tenth Place Team,YAN01_00007,fd0e1101_bee2064f12d0fc6f673d9d617bfa8114145511c5281097dd68c7507eabe3592d.ar,0,1,1,1,0,0,0,0,0,0,1
Eighth Place Team,YAN01_00007,fd0e1101_c8da8e299e666b344011bdb9088a98979d3bf1c8909f85a8944d10067169cf36.ar,0,1,1,1,0,0,0,0,0,0,2
Seventh Place Team - Finalist,YAN01_00007,fd0e1101_ed19d73664bb4d21463d519dae0d5aa086527ea946a46d44e51d0c8d4bd121af.ar,4,1,1,1,0,0.04,0.01,2,1,1,2
Fourth Place Team - Finalist,YAN01_00007,fd0e1101_612ee8266b86801c5b9f79905f5461a6d4ba0873efa52ed2c9d8c8537f1af2dd.ar,2,1,1,1,0.01,0.09,0.01,2,1,1,1
Ninth Place Team,YAN01_00007,fd0e1101_65f197df8aebf2cc402c9cdc0b456304ab2be7fe3e03eb9bdb33b1bba0421c7a.ar,0.08,0.01972,0.426040695,0.01972,0.96,-0.73,0.02,2,1,1,2
Third Place Team - Finalist,YAN01_00009,c9967603_909572e5396dc1755a5ec2816cbc4ae2c36e1fe10f6a7e0e23bc979fe72a7c16.ar,0,0,1,0,1.56,0.01,0.29,2,1,1,1
Second Place Team - Finalist,YAN01_00009,c9967603_a4f1c387df0df7fc430dce055c9a4035a60bca9313a43a081f651415623b6bba.ar,0.23,0.11339,1,0.11339,0.77,-0.01,0,2,1,1,1
Fifth Place Team - Finalist,YAN01_00009,c9967603_82c5340694bc07ca77aa612e067713eb06ed5c1061ef356547288896d819fdef.ar,0.38,0.217979783,0.217979783,1,-0.16,0,-0.07,1.75,0.5,1,1
Sixth Place Team - Finalist,YAN01_00009,c9967603_d282a43ba8b58377f57b74e3735c763242413ce3534d5a65ebe3d9554e1f7771.ar,0,0.17255,0.478781099,0.17255,0.21,0.34,0.65,0,0,1,1
First Place Team - Finalist,YAN01_00009,c9967603_8d6df00b8a34de8422702b253cf735206b268afed3c7a043df35effe2429244d.ar,0,0,1,0,1.63,0.05,0.07,2,1,1,1
